day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;106000;KELP;2018;18;;;;;2021;22;;;;;2019.5;313.435546875
-1;106100;KELP;2018;24;;;;;2020;7;2021;24;;;2019.0;312.974609375
-1;106100;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;1948.0
-1;106200;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;1968.0
-1;106200;KELP;2018;23;;;;;2021;23;;;;;2019.5;307.8203125
-1;106300;KELP;2018;32;;;;;2019;4;2021;28;;;2018.5;316.0283203125
-1;106300;RAINFOREST_RESIN;9996;2;9995;26;;;9998;2;10000;4;10004;2;9997.0;1968.0
-1;106400;RAINFOREST_RESIN;9998;10;9996;1;9995;22;10000;6;10004;1;10005;22;9999.0;1972.0
-1;106400;KELP;2018;23;;;;;2019;6;2020;8;2022;23;2018.5;328.140625
-1;106500;KELP;2018;20;;;;;2020;4;2022;20;;;2019.0;337.390625
-1;106500;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;1972.0
-1;106600;RAINFOREST_RESIN;9995;30;;;;;9998;4;10005;30;;;9996.5;2012.0
-1;106600;KELP;2018;30;;;;;2020;6;2022;30;;;2019.0;337.0234375
-1;106700;KELP;2018;30;;;;;2022;30;;;;;2020.0;336.90234375
-1;106700;RAINFOREST_RESIN;9996;2;9995;28;;;9998;1;10004;2;10005;28;9997.0;2020.0
-1;106800;RAINFOREST_RESIN;10002;1;9998;9;9996;1;10004;1;10005;30;;;10003.0;2022.0
-1;106800;KELP;2019;3;2018;30;;;2022;31;;;;;2020.5;339.49609375
-1;106900;KELP;2018;29;;;;;2022;29;;;;;2020.0;330.60546875
-1;106900;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;2024.0
-1;107000;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;2024.0
-1;107000;KELP;2018;26;;;;;2019;2;2022;26;;;2018.5;333.3984375
-1;107100;KELP;2018;22;;;;;2022;22;;;;;2020.0;333.296875
-1;107100;RAINFOREST_RESIN;9995;22;;;;;9998;1;10005;22;;;9996.5;2024.0
-1;107200;RAINFOREST_RESIN;9998;1;9996;1;9995;24;10004;1;10005;24;;;10001.0;2026.0
-1;107200;KELP;2018;25;;;;;2020;2;2022;25;;;2019.0;336.9921875
-1;107300;KELP;2018;25;;;;;2021;25;;;;;2019.5;326.59375
-1;107300;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;2026.0
-1;107400;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;2026.0
-1;107400;KELP;2019;6;2018;25;;;2022;25;;;;;2020.5;332.8828125
-1;107500;KELP;2018;25;;;;;2022;25;;;;;2020.0;331.140625
-1;107500;RAINFOREST_RESIN;9995;25;;;;;10002;5;10005;25;;;9998.5;2030.0
-1;107600;RAINFOREST_RESIN;9998;3;9996;1;9995;30;10004;1;10005;30;;;10001.0;2030.0
-1;107600;KELP;2018;31;;;;;2020;4;2021;31;;;2019.0;330.03125
-1;107700;KELP;2018;24;;;;;2021;24;;;;;2019.5;312.78125
-1;107700;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;2030.0
-1;107800;RAINFOREST_RESIN;9996;2;9995;20;;;10002;8;10004;2;10005;20;9999.0;2030.0
-1;107800;KELP;2018;22;;;;;2021;22;;;;;2019.5;314.15625
-1;107900;KELP;2018;1;2017;28;;;2021;29;;;;;2019.5;311.328125
-1;107900;RAINFOREST_RESIN;9996;1;9995;28;;;10002;4;10004;1;10005;28;9999.0;2030.0
-1;108000;RAINFOREST_RESIN;9996;1;9995;26;;;9998;11;10004;1;10005;26;9997.0;2030.0
-1;108000;KELP;2018;1;2017;26;;;2021;27;;;;;2019.5;311.75
-1;108100;KELP;2018;25;;;;;2021;25;;;;;2019.5;312.6953125
-1;108100;RAINFOREST_RESIN;9995;25;;;;;9998;1;10005;25;;;9996.5;2052.0
-1;108200;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;2054.0
-1;108200;KELP;2017;31;;;;;2019;1;2021;31;;;2018.0;306.171875
-1;108300;KELP;2017;21;;;;;2021;21;;;;;2019.0;301.265625
-1;108300;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;2054.0
-1;108400;RAINFOREST_RESIN;9996;1;9995;25;;;10002;8;10004;1;10005;25;9999.0;2054.0
-1;108400;KELP;2019;1;2017;26;;;2020;26;;;;;2019.5;284.203125
-1;108500;KELP;2017;24;;;;;2020;25;;;;;2018.5;285.375
-1;108500;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;2054.0
-1;108600;RAINFOREST_RESIN;9996;1;9995;26;;;9998;4;10004;1;10005;26;9997.0;2054.0
-1;108600;KELP;2017;27;;;;;2020;27;;;;;2018.5;295.78125
-1;108700;KELP;2017;23;;;;;2020;23;;;;;2018.5;295.48046875
-1;108700;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;2062.0
-1;108800;KELP;2017;20;;;;;2020;20;;;;;2018.5;291.82421875
-1;108800;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;2062.0
-1;108900;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;2062.0
-1;108900;KELP;2017;31;;;;;2021;31;;;;;2019.0;302.37890625
-1;109000;RAINFOREST_RESIN;9995;20;;;;;10002;2;10005;20;;;9998.5;2062.0
-1;109000;KELP;2018;4;2017;20;;;2021;20;;;;;2019.5;300.515625
-1;109100;KELP;2017;27;;;;;2019;5;2021;28;;;2018.0;303.1328125
-1;109100;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;2062.0
-1;109200;KELP;2017;27;;;;;2021;27;;;;;2019.0;302.98828125
-1;109200;RAINFOREST_RESIN;9998;2;9996;2;9995;25;10004;2;10005;25;;;10001.0;2062.0
-1;109300;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;2062.0
-1;109300;KELP;2017;22;;;;;2020;21;;;;;2018.5;297.91015625
-1;109400;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;2062.0
-1;109400;KELP;2017;21;;;;;2021;21;;;;;2019.0;304.5859375
-1;109500;KELP;2018;33;;;;;2021;30;;;;;2019.5;314.61328125
-1;109500;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;2062.0
-1;109600;KELP;2018;29;;;;;2021;29;;;;;2019.5;320.1875
-1;109600;RAINFOREST_RESIN;9996;2;9995;27;;;9998;1;10004;2;10005;27;9997.0;2062.0
-1;109700;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;2064.0
-1;109700;KELP;2018;26;;;;;2021;27;;;;;2019.5;318.6171875
-1;109800;RAINFOREST_RESIN;10002;1;9996;2;9995;22;10004;2;10005;22;;;10003.0;2064.0
-1;109800;KELP;2018;24;;;;;2021;24;;;;;2019.5;319.73828125
-1;109900;KELP;2018;27;;;;;2021;27;;;;;2019.5;321.3125
-1;109900;RAINFOREST_RESIN;10002;1;9995;27;;;10005;27;;;;;10003.5;2066.0
-1;110000;KELP;2018;22;;;;;2021;22;;;;;2019.5;320.984375
-1;110000;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;2068.0
-1;110100;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;2096.0
-1;110100;KELP;2018;23;;;;;2021;24;;;;;2019.5;319.6484375
-1;110200;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;2096.0
-1;110200;KELP;2018;20;;;;;2020;3;2021;20;;;2019.0;315.34765625
-1;110300;KELP;2018;22;;;;;2021;22;;;;;2019.5;317.0625
-1;110300;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;2096.0
-1;110400;KELP;2018;23;;;;;2021;30;;;;;2019.5;319.13671875
-1;110400;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;2096.0
-1;110500;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;2136.0
-1;110500;KELP;2018;21;;;;;2022;21;;;;;2020.0;322.43359375
-1;110600;RAINFOREST_RESIN;10002;8;9995;28;;;10005;28;;;;;10003.5;2136.0
-1;110600;KELP;2020;1;2018;28;;;2022;28;;;;;2021.0;321.234375
-1;110700;KELP;2020;3;2018;26;;;2021;2;2022;24;;;2020.5;321.2734375
-1;110700;RAINFOREST_RESIN;9998;3;9996;2;9995;24;10004;2;10005;24;;;10001.0;2152.0
-1;110800;KELP;2018;30;;;;;2022;30;;;;;2020.0;325.96484375
-1;110800;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;2152.0
-1;110900;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;2152.0
-1;110900;KELP;2018;24;;;;;2022;24;;;;;2020.0;329.16796875
-1;111000;RAINFOREST_RESIN;9996;2;9995;22;;;9998;1;10004;2;10005;22;9997.0;2152.0
-1;111000;KELP;2021;1;2019;24;;;2022;24;;;;;2021.5;333.9140625
-1;111100;KELP;2019;27;;;;;2022;27;;;;;2020.5;335.88671875
-1;111100;RAINFOREST_RESIN;9996;2;9995;25;;;9998;4;10004;2;10005;25;9997.0;2166.0
-1;111200;KELP;2019;22;;;;;2021;1;2022;22;;;2020.0;344.4365234375
-1;111200;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;2174.0
-1;111300;RAINFOREST_RESIN;9996;1;9995;29;;;9998;3;10004;1;10005;29;9997.0;2174.0
-1;111300;KELP;2019;31;;;;;2022;30;;;;;2020.5;345.5986328125
-1;111400;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;2180.0
-1;111400;KELP;2019;24;;;;;2022;24;;;;;2020.5;345.1103515625
-1;111500;KELP;2021;1;2019;28;;;2022;22;;;;;2021.5;344.9638671875
-1;111500;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;2180.0
-1;111600;KELP;2019;39;;;;;2022;32;;;;;2020.5;345.23828125
-1;111600;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;2180.0
-1;111700;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;2180.0
-1;111700;KELP;2019;24;;;;;2022;22;;;;;2020.5;346.0859375
-1;111800;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;2180.0
-1;111800;KELP;2019;28;;;;;2022;22;;;;;2020.5;346.32421875
-1;111900;KELP;2019;22;;;;;2022;22;;;;;2020.5;344.966796875
-1;111900;RAINFOREST_RESIN;9996;2;9995;20;;;10002;5;10004;2;10005;20;9999.0;2180.0
-1;112000;KELP;2018;26;;;;;2020;4;2021;26;;;2019.0;340.6923828125
-1;112000;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;2180.0
-1;112100;RAINFOREST_RESIN;9996;2;9995;20;;;9998;5;10002;7;10004;2;9997.0;2180.0
-1;112100;KELP;2018;22;;;;;2022;22;;;;;2020.0;342.595703125
-1;112200;RAINFOREST_RESIN;9998;1;9996;2;9995;26;10004;2;10005;26;;;10001.0;2190.0
-1;112200;KELP;2020;1;2018;28;;;2022;28;;;;;2021.0;341.9140625
-1;112300;KELP;2018;31;;;;;2021;26;;;;;2019.5;340.369140625
-1;112300;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;2190.0
-1;112400;KELP;2018;29;;;;;2021;29;;;;;2019.5;340.23046875
-1;112400;RAINFOREST_RESIN;9998;9;9996;1;9995;28;10004;1;10005;28;;;10001.0;2190.0
-1;112500;RAINFOREST_RESIN;9996;2;9995;21;;;10002;3;10004;2;10005;21;9999.0;2190.0
-1;112500;KELP;2018;23;;;;;2021;23;;;;;2019.5;340.533203125
-1;112600;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;2190.0
-1;112600;KELP;2018;30;;;;;2021;30;;;;;2019.5;340.298828125
-1;112700;KELP;2018;29;;;;;2021;29;;;;;2019.5;338.0859375
-1;112700;RAINFOREST_RESIN;9996;1;9995;28;;;10002;7;10004;1;10005;28;9999.0;2190.0
-1;112800;KELP;2018;29;;;;;2021;22;;;;;2019.5;338.06640625
-1;112800;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;2190.0
-1;112900;RAINFOREST_RESIN;9998;1;9996;2;9995;20;10004;2;10005;20;;;10001.0;2190.0
-1;112900;KELP;2018;22;;;;;2021;22;;;;;2019.5;337.873046875
-1;113000;RAINFOREST_RESIN;10002;4;9996;1;9995;26;10004;1;10005;26;;;10003.0;2190.0
-1;113000;KELP;2018;27;;;;;2020;4;2021;27;;;2019.0;337.3671875
-1;113100;KELP;2018;21;;;;;2021;21;;;;;2019.5;338.91796875
-1;113100;RAINFOREST_RESIN;9998;3;9996;1;9995;20;10004;1;10005;20;;;10001.0;2198.0
-1;113200;KELP;2018;38;;;;;2021;31;;;;;2019.5;333.318359375
-1;113200;RAINFOREST_RESIN;9996;2;9995;29;;;10002;10;10004;2;10005;29;9999.0;2198.0
-1;113300;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;2198.0
-1;113300;KELP;2018;17;;;;;2021;22;;;;;2019.5;334.259765625
-1;113400;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;2198.0
-1;113400;KELP;2018;21;;;;;2021;21;;;;;2019.5;333.8828125
-1;113500;KELP;2018;21;;;;;2021;21;;;;;2019.5;334.595703125
-1;113500;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;2198.0
-1;113600;KELP;2018;25;;;;;2021;25;;;;;2019.5;332.845703125
-1;113600;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;2198.0
-1;113700;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;2198.0
-1;113700;KELP;2018;6;2017;21;;;2021;21;;;;;2019.5;330.123046875
-1;113800;RAINFOREST_RESIN;10002;1;9996;2;9995;22;10004;2;10005;22;;;10003.0;2198.0
-1;113800;KELP;2017;24;;;;;2021;24;;;;;2019.0;336.234375
-1;113900;KELP;2017;29;;;;;2021;29;;;;;2019.0;350.744140625
-1;113900;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;2200.0
-1;114000;KELP;2017;30;;;;;2020;2;2021;28;;;2018.5;348.26171875
-1;114000;RAINFOREST_RESIN;9996;2;9995;28;;;9998;11;10004;2;10005;28;9997.0;2200.0
-1;114100;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;2222.0
-1;114100;KELP;2020;1;2018;3;2017;32;2021;32;;;;;2020.5;350.365234375
-1;114200;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;2222.0
-1;114200;KELP;2017;25;;;;;2021;25;;;;;2019.0;351.8828125
-1;114300;KELP;2018;30;;;;;2021;29;;;;;2019.5;354.98046875
-1;114300;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;2222.0
-1;114400;KELP;2018;28;;;;;2021;28;;;;;2019.5;356.5732421875
-1;114400;RAINFOREST_RESIN;9995;28;;;;;10002;2;10005;28;;;9998.5;2222.0
-1;114500;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;2222.0
-1;114500;KELP;2018;31;;;;;2021;30;;;;;2019.5;355.271484375
-1;114600;RAINFOREST_RESIN;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;2222.0
-1;114600;KELP;2018;26;;;;;2021;26;;;;;2019.5;355.3544921875
-1;114700;KELP;2018;34;;;;;2021;28;;;;;2019.5;356.265625
-1;114700;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;2224.0
-1;114800;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;2224.0
-1;114800;KELP;2018;26;;;;;2021;26;;;;;2019.5;356.904296875
-1;114900;KELP;2018;21;;;;;2021;21;;;;;2019.5;361.095703125
-1;114900;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;2224.0
-1;115000;RAINFOREST_RESIN;9998;8;9996;1;9995;25;10004;1;10005;25;;;10001.0;2224.0
-1;115000;KELP;2018;32;;;;;2021;26;;;;;2019.5;360.63671875
-1;115100;KELP;2020;1;2019;8;2018;25;2022;25;;;;;2021.0;359.7021484375
-1;115100;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;2224.0
-1;115200;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;2224.0
-1;115200;KELP;2018;21;;;;;2022;21;;;;;2020.0;360.2587890625
-1;115300;KELP;2019;5;2018;28;;;2022;28;;;;;2020.5;360.501953125
-1;115300;RAINFOREST_RESIN;9995;28;;;;;9998;1;10002;10;10005;28;9996.5;2224.0
-1;115400;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;2226.0
-1;115400;KELP;2018;24;;;;;2022;24;;;;;2020.0;359.84375
-1;115500;KELP;2018;26;;;;;2022;26;;;;;2020.0;359.4345703125
-1;115500;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;2226.0
-1;115600;RAINFOREST_RESIN;9998;8;9996;2;9995;27;10004;2;10005;27;;;10001.0;2226.0
-1;115600;KELP;2018;33;;;;;2021;29;;;;;2019.5;360.8359375
-1;115700;KELP;2020;1;2018;25;;;2021;25;;;;;2020.5;361.0859375
-1;115700;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;2226.0
-1;115800;RAINFOREST_RESIN;9998;9;9996;2;9995;22;10004;2;10005;22;;;10001.0;2226.0
-1;115800;KELP;2018;26;;;;;2021;24;;;;;2019.5;360.962890625
-1;115900;KELP;2018;30;;;;;2021;30;;;;;2019.5;361.14453125
-1;115900;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;2226.0
-1;116000;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;2226.0
-1;116000;KELP;2018;24;;;;;2021;25;;;;;2019.5;361.623046875
-1;116100;KELP;2018;24;;;;;2021;24;;;;;2019.5;370.30078125
-1;116100;RAINFOREST_RESIN;9996;2;9995;22;;;10002;5;10004;2;10005;22;9999.0;2226.0
-1;116200;RAINFOREST_RESIN;9995;27;;;;;10002;7;10005;27;;;9998.5;2226.0
-1;116200;KELP;2018;27;;;;;2020;3;2021;27;;;2019.0;364.80859375
-1;116300;KELP;2017;29;;;;;2021;29;;;;;2019.0;374.05078125
-1;116300;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;2230.0
-1;116400;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;2230.0
-1;116400;KELP;2017;24;;;;;2020;24;;;;;2018.5;383.154296875
-1;116500;KELP;2018;5;2017;29;;;2021;29;;;;;2019.5;376.1328125
-1;116500;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;2230.0
-1;116600;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;2230.0
-1;116600;KELP;2017;23;;;;;2021;23;;;;;2019.0;376.4375
-1;116700;KELP;2017;26;;;;;2021;26;;;;;2019.0;375.060546875
-1;116700;RAINFOREST_RESIN;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;2230.0
-1;116800;RAINFOREST_RESIN;10002;3;9995;30;;;10005;30;;;;;10003.5;2232.0
-1;116800;KELP;2018;6;2017;30;;;2021;30;;;;;2019.5;376.91796875
-1;116900;KELP;2017;27;;;;;2019;2;2020;1;2021;26;2018.0;377.0625
-1;116900;RAINFOREST_RESIN;9996;1;9995;26;;;10002;9;10004;1;10005;26;9999.0;2238.0
-1;117000;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;2266.0
-1;117000;KELP;2017;31;;;;;2020;1;2021;30;;;2018.5;376.494140625
-1;117100;KELP;2017;26;;;;;2021;26;;;;;2019.0;375.65625
-1;117100;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;2266.0
-1;117200;RAINFOREST_RESIN;9996;2;9995;20;;;10002;9;10004;2;10005;20;9999.0;2266.0
-1;117200;KELP;2017;22;;;;;2021;22;;;;;2019.0;374.833984375
-1;117300;KELP;2017;22;;;;;2019;2;2021;22;;;2018.0;375.66796875
-1;117300;RAINFOREST_RESIN;9998;5;9996;1;9995;21;10004;1;10005;21;;;10001.0;2266.0
-1;117400;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;2266.0
-1;117400;KELP;2017;27;;;;;2021;27;;;;;2019.0;373.49609375
-1;117500;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;2266.0
-1;117500;KELP;2018;24;;;;;2020;1;2021;26;;;2019.0;372.35546875
-1;117600;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;2266.0
-1;117600;KELP;2018;31;;;;;2021;31;;;;;2019.5;371.2265625
-1;117700;KELP;2018;1;2017;29;;;2021;30;;;;;2019.5;372.8515625
-1;117700;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;2266.0
-1;117800;KELP;2018;3;2017;31;;;2021;31;;;;;2019.5;378.5986328125
-1;117800;RAINFOREST_RESIN;9996;2;9995;29;;;10002;7;10004;2;10005;29;9999.0;2266.0
-1;117900;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;2266.0
-1;117900;KELP;2017;30;;;;;2018;4;2020;24;;;2017.5;379.330078125
-1;118000;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;2266.0
-1;118000;KELP;2017;28;;;;;2019;5;2020;1;2021;27;2018.0;382.327392578125
-1;118100;KELP;2017;25;;;;;2021;25;;;;;2019.0;382.1982421875
-1;118100;RAINFOREST_RESIN;9996;2;9995;23;;;10002;6;10004;2;10005;23;9999.0;2266.0
-1;118200;KELP;2017;20;;;;;2021;21;;;;;2019.0;381.775390625
-1;118200;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;2266.0
-1;118300;RAINFOREST_RESIN;9996;1;9995;26;;;10002;9;10004;1;10005;26;9999.0;2266.0
-1;118300;KELP;2017;26;;;;;2021;27;;;;;2019.0;382.39404296875
-1;118400;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;2266.0
-1;118400;KELP;2018;30;;;;;2021;30;;;;;2019.5;382.798828125
-1;118500;KELP;2017;26;;;;;2018;1;2021;26;;;2017.5;382.21533203125
-1;118500;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;2266.0
-1;118600;KELP;2018;7;2017;31;;;2020;2;2021;29;;;2019.0;382.34765625
-1;118600;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;2266.0
-1;118700;RAINFOREST_RESIN;9996;1;9995;26;;;10002;8;10004;1;10005;26;9999.0;2266.0
-1;118700;KELP;2017;17;;;;;2020;27;;;;;2018.5;380.591796875
-1;118800;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;2266.0
-1;118800;KELP;2017;31;;;;;2020;31;;;;;2018.5;381.3994140625
-1;118900;KELP;2017;30;;;;;2020;25;;;;;2018.5;381.48095703125
-1;118900;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;2266.0
-1;119000;KELP;2017;21;;;;;2020;21;;;;;2018.5;382.12158203125
-1;119000;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;2266.0
-1;119100;RAINFOREST_RESIN;9996;2;9995;24;;;10002;8;10004;2;10005;24;9999.0;2266.0
-1;119100;KELP;2019;2;2017;26;;;2020;26;;;;;2019.5;381.79931640625
-1;119200;RAINFOREST_RESIN;9998;2;9996;1;9995;25;10004;1;10005;25;;;10001.0;2266.0
-1;119200;KELP;2017;26;;;;;2020;26;;;;;2018.5;382.31201171875
-1;119300;KELP;2017;25;;;;;2020;25;;;;;2018.5;381.97021484375
-1;119300;RAINFOREST_RESIN;9995;25;;;;;9998;1;10002;1;10005;25;9996.5;2266.0
-1;119400;KELP;2017;31;;;;;2020;24;;;;;2018.5;382.098876953125
-1;119400;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;2268.0
-1;119500;RAINFOREST_RESIN;9996;1;9995;25;;;10002;2;10004;1;10005;25;9999.0;2268.0
-1;119500;KELP;2017;26;;;;;2020;26;;;;;2018.5;382.16162109375
-1;119600;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;2268.0
-1;119600;KELP;2017;28;;;;;2020;29;;;;;2018.5;381.79150390625
-1;119700;KELP;2017;34;;;;;2020;26;;;;;2018.5;381.9140625
-1;119700;RAINFOREST_RESIN;9998;2;9996;1;9995;25;10004;1;10005;25;;;10001.0;2268.0
-1;119800;KELP;2018;4;2017;26;;;2019;7;2020;26;;;2018.5;381.79052734375
-1;119800;RAINFOREST_RESIN;10000;4;9998;8;9995;26;10005;26;;;;;10002.5;2268.0
-1;119900;RAINFOREST_RESIN;10002;1;9996;2;9995;26;10004;2;10005;26;;;10003.0;2268.0
-1;119900;KELP;2017;1;2016;26;;;2019;6;2020;28;;;2018.0;380.797119140625
-1;120000;RAINFOREST_RESIN;10002;1;9996;2;9995;23;10004;2;10005;23;;;10003.0;2270.0
-1;120000;KELP;2015;25;;;;;2019;25;;;;;2017.0;382.038330078125
-1;120100;KELP;2015;22;;;;;2019;22;;;;;2017.0;382.183837890625
-1;120100;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;2272.0
-1;120200;KELP;2014;24;;;;;2018;24;;;;;2016.0;382.9947509765625
-1;120200;RAINFOREST_RESIN;10002;1;9996;1;9995;23;10004;1;10005;23;;;10003.0;2272.0
-1;120300;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;2274.0
-1;120300;KELP;2015;6;2014;31;;;2018;31;;;;;2016.5;382.9581298828125
-1;120400;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;2274.0
-1;120400;KELP;2015;6;2014;25;;;2018;25;;;;;2016.5;383.08642578125
-1;120500;KELP;2014;23;;;;;2015;3;2018;23;;;2014.5;383.0804443359375
-1;120500;RAINFOREST_RESIN;9996;2;9995;21;;;10002;4;10004;2;10005;21;9999.0;2274.0
-1;120600;KELP;2015;4;2014;22;;;2018;22;;;;;2016.5;404.82568359375
-1;120600;RAINFOREST_RESIN;9998;1;9995;22;;;10005;22;;;;;10001.5;2274.0
-1;120700;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;2274.0
-1;120700;KELP;2014;28;;;;;2018;28;;;;;2016.0;405.3876953125
-1;120800;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;2274.0
-1;120800;KELP;2014;23;;;;;2018;23;;;;;2016.0;404.890625
-1;120900;KELP;2014;23;;;;;2016;4;2017;23;;;2015.0;404.2626953125
-1;120900;RAINFOREST_RESIN;9998;4;9995;23;;;10005;23;;;;;10001.5;2274.0
